#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2018-04-04T15:39:06 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5ac4ee9a2255	
#INFO	-out.max=unlimited	
#INFO	queryParameters=17	
#-oc.form=dec
#-out.max=unlimited
#-nav=cat:J/A+AS/130/65&tab:{J/A+AS/130/65/lcb98cor}&key:source=J/A+AS/130/65/lcb98cor&HTTPPRM:&
#-source=J/A+AS/130/65/lcb98cor
#-order=I
#-out=Teff
#-out=logg
#-out=[Fe/H]
#-out=U-B
#-out=B-V
#-out=V-R
#-out=V-I
#-out=V-K
#-out=R-I
#-out=J-H
#-out=H-K
#-out=J-K
#

#RESOURCE=yCat_41300065
#Name: J/A+AS/130/65
#Title: A standard stellar library. II. (Lejeune+ 1998)
#Table	J_A_AS_130_65_lcb98cor:
#Name: J/A+AS/130/65/lcb98cor
#Title: All files lcb98*.cor: Synthetic colors from corrected Stellar Energy Distributions (SEDS)
#Column	Teff	(F6)	Effective temperature	[ucd=phys.temperature.effective]
#Column	logg	(F6.2)	Surface gravity	[ucd=phys.gravity]
#Column	[Fe/H]	(F4.1)	Metallicity	[ucd=phys.abund.Fe]
#Column	U-B	(F7.3)	(U-B) colour (energy-weighted)	[ucd=phot.color;em.opt.U;em.opt.B]
#Column	B-V	(F7.3)	(B-V) colour (energy-weighted)	[ucd=phot.color;em.opt.B;em.opt.V]
#Column	V-R	(F7.3)	(V-R) colour (energy-weighted)	[ucd=phot.color;em.opt.V;em.opt.R]
#Column	V-I	(F7.3)	(V-I) colour (energy-weighted)	[ucd=phot.color;em.opt.V;em.opt.I]
#Column	V-K	(F7.3)	(V-K) colour (energy-weighted)	[ucd=phot.color;em.opt.V;em.IR.K]
#Column	R-I	(F7.3)	(R-I) colour (energy-weighted)	[ucd=phot.color;em.opt.R;em.opt.I]
#Column	J-H	(F7.3)	(J-H) colour (energy-weighted)	[ucd=phot.color;em.IR.J;em.IR.H]
#Column	H-K	(F7.3)	(H-K) colour (energy-weighted)	[ucd=phot.color;em.IR.H;em.IR.K]
#Column	J-K	(F7.3)	(J-K) colour (energy-weighted)	[ucd=phot.color;em.IR.J;em.IR.K]
Teff;logg;[Fe/H];U-B;B-V;V-R;V-I;V-K;R-I;J-H;H-K;J-K
  7000;  0.50;-0.1;  0.228;  0.166;  0.093;  0.202;  0.551;  0.109;  0.100;  0.029;  0.129
  7000;  1.00;-0.1;  0.256;  0.176;  0.102;  0.218;  0.581;  0.115;  0.107;  0.028;  0.136
  7000;  1.50;-0.1;  0.262;  0.197;  0.113;  0.237;  0.608;  0.123;  0.113;  0.029;  0.142
  7000;  2.00;-0.1;  0.234;  0.233;  0.128;  0.262;  0.637;  0.134;  0.117;  0.031;  0.148
  7000;  2.50;-0.1;  0.178;  0.267;  0.145;  0.293;  0.669;  0.149;  0.121;  0.035;  0.156
  7000;  3.00;-0.1;  0.099;  0.303;  0.166;  0.334;  0.711;  0.168;  0.126;  0.038;  0.164
  7000;  3.50;-0.1;  0.039;  0.329;  0.179;  0.358;  0.740;  0.179;  0.135;  0.036;  0.170
  7000;  4.00;-0.1; -0.011;  0.343;  0.186;  0.374;  0.761;  0.188;  0.143;  0.032;  0.176
  7000;  4.50;-0.1; -0.060;  0.356;  0.193;  0.387;  0.780;  0.195;  0.152;  0.028;  0.181
  7000;  5.00;-0.1; -0.104;  0.367;  0.198;  0.399;  0.796;  0.201;  0.160;  0.024;  0.184
  7250;  0.50;-0.1;  0.209;  0.129;  0.058;  0.136;  0.460;  0.079;  0.091;  0.022;  0.113
  7250;  1.00;-0.1;  0.255;  0.125;  0.063;  0.145;  0.486;  0.082;  0.096;  0.022;  0.118
  7250;  1.50;-0.1;  0.279;  0.142;  0.072;  0.161;  0.510;  0.089;  0.100;  0.023;  0.123
  7250;  2.00;-0.1;  0.280;  0.167;  0.083;  0.180;  0.535;  0.097;  0.104;  0.024;  0.128
  7250;  2.50;-0.1;  0.245;  0.207;  0.099;  0.210;  0.566;  0.110;  0.108;  0.027;  0.135
  7250;  3.00;-0.1;  0.182;  0.244;  0.117;  0.244;  0.601;  0.127;  0.112;  0.031;  0.143
  7250;  3.50;-0.1;  0.099;  0.281;  0.138;  0.285;  0.643;  0.146;  0.118;  0.032;  0.151
  7250;  4.00;-0.1;  0.043;  0.304;  0.150;  0.306;  0.670;  0.157;  0.128;  0.028;  0.156
  7250;  4.50;-0.1; -0.010;  0.319;  0.158;  0.324;  0.692;  0.166;  0.137;  0.024;  0.161
  7250;  5.00;-0.1; -0.061;  0.332;  0.164;  0.338;  0.712;  0.174;  0.146;  0.020;  0.166
  7500;  0.50;-0.1;  0.156;  0.130;  0.052;  0.126;  0.396;  0.074;  0.080;  0.016;  0.096
  7500;  1.00;-0.1;  0.225;  0.085;  0.044;  0.117;  0.412;  0.073;  0.084;  0.017;  0.101
  7500;  1.50;-0.1;  0.266;  0.095;  0.050;  0.127;  0.432;  0.077;  0.086;  0.019;  0.104
  7500;  2.00;-0.1;  0.286;  0.118;  0.060;  0.143;  0.453;  0.083;  0.088;  0.021;  0.109
  7500;  2.50;-0.1;  0.283;  0.148;  0.071;  0.164;  0.477;  0.093;  0.091;  0.022;  0.114
  7500;  3.00;-0.1;  0.240;  0.191;  0.088;  0.195;  0.509;  0.107;  0.096;  0.024;  0.120
  7500;  3.50;-0.1;  0.165;  0.230;  0.108;  0.234;  0.549;  0.126;  0.102;  0.027;  0.129
  7500;  4.00;-0.1;  0.089;  0.264;  0.127;  0.270;  0.587;  0.143;  0.110;  0.026;  0.136
  7500;  4.50;-0.1;  0.031;  0.285;  0.137;  0.292;  0.613;  0.154;  0.119;  0.023;  0.141
  7500;  5.00;-0.1; -0.026;  0.300;  0.145;  0.310;  0.637;  0.164;  0.128;  0.018;  0.146
  7750;  1.00;-0.1;  0.142;  0.052;  0.040;  0.113;  0.357;  0.073;  0.071;  0.014;  0.086
  7750;  1.50;-0.1;  0.199;  0.048;  0.041;  0.115;  0.370;  0.074;  0.071;  0.017;  0.088
  7750;  2.00;-0.1;  0.234;  0.067;  0.048;  0.126;  0.387;  0.078;  0.072;  0.020;  0.091
  7750;  2.50;-0.1;  0.248;  0.095;  0.057;  0.144;  0.406;  0.086;  0.074;  0.022;  0.095
  7750;  3.00;-0.1;  0.237;  0.129;  0.069;  0.166;  0.430;  0.097;  0.077;  0.023;  0.100
  7750;  3.50;-0.1;  0.182;  0.174;  0.087;  0.201;  0.465;  0.113;  0.083;  0.024;  0.107
  7750;  4.00;-0.1;  0.099;  0.213;  0.108;  0.241;  0.507;  0.133;  0.090;  0.026;  0.116
  7750;  4.50;-0.1;  0.023;  0.243;  0.124;  0.273;  0.542;  0.149;  0.099;  0.023;  0.122
  7750;  5.00;-0.1; -0.036;  0.262;  0.134;  0.293;  0.567;  0.160;  0.109;  0.018;  0.127
  8000;  1.00;-0.1;  0.045;  0.041;  0.035;  0.098;  0.311;  0.063;  0.065;  0.007;  0.072
  8000;  1.50;-0.1;  0.123;  0.012;  0.025;  0.082;  0.312;  0.057;  0.063;  0.011;  0.073
  8000;  2.00;-0.1;  0.171;  0.024;  0.028;  0.087;  0.323;  0.059;  0.061;  0.014;  0.075
  8000;  2.50;-0.1;  0.199;  0.048;  0.036;  0.100;  0.338;  0.065;  0.061;  0.017;  0.078
  8000;  3.00;-0.1;  0.207;  0.079;  0.045;  0.119;  0.357;  0.074;  0.063;  0.019;  0.082
  8000;  3.50;-0.1;  0.187;  0.118;  0.058;  0.143;  0.381;  0.085;  0.066;  0.020;  0.086
  8000;  4.00;-0.1;  0.117;  0.163;  0.077;  0.180;  0.418;  0.103;  0.074;  0.020;  0.093
  8000;  4.50;-0.1;  0.027;  0.201;  0.097;  0.220;  0.460;  0.123;  0.082;  0.019;  0.101
  8000;  5.00;-0.1; -0.042;  0.227;  0.110;  0.247;  0.491;  0.137;  0.092;  0.015;  0.107
  8250;  1.00;-0.1; -0.072;  0.044;  0.041;  0.098;  0.290;  0.056;  0.064; -0.001;  0.064
  8250;  1.50;-0.1;  0.032; -0.010;  0.014;  0.052;  0.265;  0.038;  0.060;  0.002;  0.062
  8250;  2.00;-0.1;  0.092; -0.010;  0.012;  0.049;  0.269;  0.037;  0.057;  0.006;  0.063
  8250;  2.50;-0.1;  0.132;  0.010;  0.017;  0.057;  0.279;  0.040;  0.055;  0.010;  0.065
  8250;  3.00;-0.1;  0.153;  0.039;  0.024;  0.071;  0.294;  0.047;  0.055;  0.013;  0.068
  8250;  3.50;-0.1;  0.151;  0.073;  0.034;  0.090;  0.313;  0.057;  0.058;  0.014;  0.072
  8250;  4.00;-0.1;  0.116;  0.115;  0.048;  0.117;  0.337;  0.070;  0.062;  0.013;  0.075
  8250;  4.50;-0.1;  0.033;  0.160;  0.068;  0.157;  0.377;  0.089;  0.070;  0.012;  0.082
  8250;  5.00;-0.1; -0.056;  0.194;  0.086;  0.193;  0.416;  0.107;  0.080;  0.010;  0.090
  8500;  1.00;-0.1; -0.184;  0.050;  0.061;  0.132;  0.282;  0.071;  0.062; -0.003;  0.058
  8500;  1.50;-0.1; -0.045; -0.017;  0.020;  0.059;  0.224;  0.039;  0.052; -0.006;  0.046
  8500;  2.00;-0.1;  0.025; -0.030;  0.011;  0.044;  0.220;  0.033;  0.048; -0.001;  0.047
  8500;  2.50;-0.1;  0.074; -0.016;  0.013;  0.046;  0.225;  0.034;  0.045;  0.003;  0.048
  8500;  3.00;-0.1;  0.105;  0.010;  0.018;  0.057;  0.235;  0.039;  0.043;  0.007;  0.050
  8500;  3.50;-0.1;  0.116;  0.042;  0.025;  0.072;  0.249;  0.046;  0.044;  0.009;  0.053
  8500;  4.00;-0.1;  0.103;  0.079;  0.035;  0.092;  0.268;  0.057;  0.047;  0.010;  0.056
  8500;  4.50;-0.1;  0.052;  0.125;  0.050;  0.122;  0.293;  0.071;  0.052;  0.007;  0.059
  8500;  5.00;-0.1; -0.042;  0.166;  0.070;  0.162;  0.333;  0.091;  0.062;  0.004;  0.066
  8750;  1.50;-0.1; -0.116; -0.019;  0.029;  0.077;  0.179;  0.047;  0.039; -0.011;  0.029
  8750;  2.00;-0.1; -0.036; -0.041;  0.015;  0.051;  0.164;  0.036;  0.034; -0.006;  0.028
  8750;  2.50;-0.1;  0.019; -0.035;  0.013;  0.047;  0.165;  0.035;  0.030; -0.001;  0.028
  8750;  3.00;-0.1;  0.058; -0.013;  0.016;  0.053;  0.171;  0.037;  0.027;  0.003;  0.030
  8750;  3.50;-0.1;  0.080;  0.017;  0.021;  0.064;  0.181;  0.043;  0.026;  0.006;  0.032
  8750;  4.00;-0.1;  0.081;  0.053;  0.028;  0.080;  0.195;  0.052;  0.028;  0.007;  0.035
  8750;  4.50;-0.1;  0.054;  0.093;  0.038;  0.102;  0.213;  0.063;  0.032;  0.006;  0.038
  8750;  5.00;-0.1; -0.017;  0.139;  0.055;  0.135;  0.241;  0.079;  0.038;  0.002;  0.040
  9000;  1.50;-0.1; -0.184; -0.023;  0.031;  0.074;  0.129;  0.043;  0.030; -0.015;  0.014
  9000;  2.00;-0.1; -0.095; -0.052;  0.011;  0.040;  0.105;  0.028;  0.023; -0.013;  0.010
  9000;  2.50;-0.1; -0.035; -0.052;  0.006;  0.030;  0.102;  0.024;  0.018; -0.007;  0.011
  9000;  3.00;-0.1;  0.010; -0.035;  0.006;  0.031;  0.104;  0.025;  0.015; -0.003;  0.012
  9000;  3.50;-0.1;  0.040; -0.007;  0.010;  0.039;  0.111;  0.029;  0.013;  0.001;  0.014
  9000;  4.00;-0.1;  0.049;  0.027;  0.016;  0.052;  0.121;  0.037;  0.013;  0.003;  0.017
  9000;  4.50;-0.1;  0.036;  0.065;  0.023;  0.070;  0.135;  0.046;  0.016;  0.003;  0.019
  9000;  5.00;-0.1;  0.000;  0.103;  0.032;  0.090;  0.154;  0.058;  0.022;  0.001;  0.023
  9250;  2.00;-0.1; -0.149; -0.059;  0.000;  0.003;  0.058;  0.004;  0.022; -0.017;  0.005
  9250;  2.50;-0.1; -0.085; -0.064; -0.009; -0.011;  0.050; -0.003;  0.017; -0.012;  0.005
  9250;  3.00;-0.1; -0.036; -0.052; -0.010; -0.014;  0.050; -0.003;  0.013; -0.007;  0.006
  9250;  3.50;-0.1; -0.001; -0.028; -0.008; -0.008;  0.054;  0.000;  0.011; -0.003;  0.008
  9250;  4.00;-0.1;  0.017;  0.004; -0.004;  0.001;  0.061;  0.006;  0.010;  0.000;  0.010
  9250;  4.50;-0.1;  0.013;  0.042;  0.002;  0.015;  0.072;  0.014;  0.011;  0.001;  0.012
  9250;  5.00;-0.1; -0.014;  0.081;  0.009;  0.033;  0.086;  0.024;  0.016; -0.001;  0.015
  9500;  2.00;-0.1; -0.191; -0.062; -0.004; -0.010;  0.005; -0.006;  0.018; -0.020; -0.002
  9500;  2.50;-0.1; -0.124; -0.071; -0.014; -0.029; -0.007; -0.014;  0.013; -0.016; -0.003
  9500;  3.00;-0.1; -0.071; -0.063; -0.018; -0.035; -0.009; -0.017;  0.009; -0.011; -0.002
  9500;  3.50;-0.1; -0.032; -0.043; -0.018; -0.032; -0.006; -0.015;  0.006; -0.006; -0.001
  9500;  4.00;-0.1; -0.007; -0.013; -0.015; -0.025; -0.002; -0.010;  0.004; -0.003;  0.001
  9500;  4.50;-0.1; -0.002;  0.023; -0.011; -0.014;  0.006; -0.003;  0.005; -0.002;  0.003
  9500;  5.00;-0.1; -0.021;  0.063; -0.005;  0.001;  0.017;  0.006;  0.008; -0.003;  0.006
  9750;  2.00;-0.1; -0.230; -0.063; -0.005; -0.015; -0.036; -0.010;  0.012; -0.023; -0.011
  9750;  2.50;-0.1; -0.160; -0.075; -0.016; -0.036; -0.051; -0.020;  0.006; -0.020; -0.014
  9750;  3.00;-0.1; -0.107; -0.070; -0.021; -0.044; -0.055; -0.023;  0.002; -0.015; -0.013
  9750;  3.50;-0.1; -0.064; -0.054; -0.022; -0.045; -0.054; -0.022; -0.001; -0.010; -0.011
  9750;  4.00;-0.1; -0.034; -0.027; -0.021; -0.040; -0.052; -0.019; -0.003; -0.006; -0.010
  9750;  4.50;-0.1; -0.021;  0.008; -0.018; -0.031; -0.047; -0.013; -0.003; -0.005; -0.008
  9750;  5.00;-0.1; -0.032;  0.047; -0.014; -0.019; -0.038; -0.005; -0.001; -0.005; -0.006
 10000;  2.00;-0.1; -0.281; -0.067; -0.003; -0.014; -0.065; -0.011;  0.005; -0.025; -0.020
 10000;  2.50;-0.1; -0.209; -0.081; -0.015; -0.036; -0.082; -0.021; -0.001; -0.022; -0.023
 10000;  3.00;-0.1; -0.154; -0.079; -0.021; -0.047; -0.088; -0.026; -0.005; -0.018; -0.023
 10000;  3.50;-0.1; -0.110; -0.065; -0.024; -0.049; -0.089; -0.026; -0.009; -0.013; -0.022
 10000;  4.00;-0.1; -0.077; -0.041; -0.023; -0.047; -0.087; -0.023; -0.011; -0.009; -0.020
 10000;  4.50;-0.1; -0.058; -0.009; -0.022; -0.040; -0.084; -0.018; -0.011; -0.007; -0.018
 10000;  5.00;-0.1; -0.061;  0.029; -0.018; -0.030; -0.078; -0.012; -0.010; -0.007; -0.016
 10500;  2.00;-0.1; -0.376; -0.078; -0.001; -0.012; -0.111; -0.011; -0.005; -0.029; -0.034
 10500;  2.50;-0.1; -0.302; -0.093; -0.014; -0.036; -0.131; -0.022; -0.011; -0.028; -0.039
 10500;  3.00;-0.1; -0.246; -0.094; -0.021; -0.049; -0.140; -0.028; -0.015; -0.025; -0.040
 10500;  3.50;-0.1; -0.200; -0.085; -0.025; -0.054; -0.143; -0.029; -0.018; -0.021; -0.039
 10500;  4.00;-0.1; -0.164; -0.067; -0.027; -0.055; -0.144; -0.028; -0.021; -0.017; -0.038
 10500;  4.50;-0.1; -0.138; -0.040; -0.027; -0.052; -0.142; -0.025; -0.022; -0.014; -0.036
 10500;  5.00;-0.1; -0.129; -0.005; -0.025; -0.045; -0.140; -0.020; -0.022; -0.013; -0.034
 11000;  2.50;-0.1; -0.381; -0.106; -0.015; -0.039; -0.190; -0.025; -0.022; -0.034; -0.056
 11000;  3.00;-0.1; -0.325; -0.109; -0.022; -0.053; -0.200; -0.031; -0.026; -0.032; -0.058
 11000;  3.50;-0.1; -0.279; -0.102; -0.027; -0.060; -0.205; -0.033; -0.029; -0.028; -0.058
 11000;  4.00;-0.1; -0.242; -0.088; -0.030; -0.063; -0.207; -0.033; -0.032; -0.025; -0.056
 11000;  4.50;-0.1; -0.213; -0.065; -0.031; -0.062; -0.207; -0.031; -0.033; -0.022; -0.055
 11000;  5.00;-0.1; -0.197; -0.035; -0.031; -0.058; -0.207; -0.027; -0.033; -0.020; -0.053
 11500;  2.50;-0.1; -0.472; -0.127; -0.018; -0.047; -0.260; -0.030; -0.036; -0.039; -0.075
 11500;  3.00;-0.1; -0.417; -0.130; -0.025; -0.061; -0.272; -0.036; -0.040; -0.037; -0.078
 11500;  3.50;-0.1; -0.372; -0.125; -0.030; -0.069; -0.278; -0.039; -0.044; -0.034; -0.078
 11500;  4.00;-0.1; -0.335; -0.113; -0.033; -0.073; -0.281; -0.039; -0.046; -0.031; -0.077
 11500;  4.50;-0.1; -0.306; -0.094; -0.035; -0.074; -0.282; -0.038; -0.048; -0.028; -0.076
 11500;  5.00;-0.1; -0.286; -0.068; -0.037; -0.072; -0.283; -0.035; -0.048; -0.026; -0.074
 12000;  2.50;-0.1; -0.468; -0.115; -0.032; -0.070; -0.266; -0.038; -0.027; -0.038; -0.065
 12000;  3.00;-0.1; -0.415; -0.119; -0.039; -0.083; -0.277; -0.044; -0.032; -0.036; -0.068
 12000;  3.50;-0.1; -0.372; -0.115; -0.044; -0.091; -0.284; -0.048; -0.035; -0.034; -0.069
 12000;  4.00;-0.1; -0.336; -0.104; -0.047; -0.096; -0.288; -0.049; -0.037; -0.031; -0.068
 12000;  4.50;-0.1; -0.306; -0.088; -0.050; -0.098; -0.290; -0.048; -0.039; -0.029; -0.067
 12000;  5.00;-0.1; -0.284; -0.066; -0.051; -0.098; -0.291; -0.046; -0.039; -0.027; -0.066
 12500;  2.50;-0.1; -0.513; -0.123; -0.036; -0.080; -0.300; -0.044; -0.032; -0.041; -0.073
 12500;  3.00;-0.1; -0.462; -0.127; -0.043; -0.092; -0.311; -0.049; -0.036; -0.040; -0.075
 12500;  3.50;-0.1; -0.421; -0.124; -0.047; -0.100; -0.317; -0.053; -0.039; -0.037; -0.077
 12500;  4.00;-0.1; -0.386; -0.114; -0.051; -0.105; -0.322; -0.054; -0.041; -0.035; -0.077
 12500;  4.50;-0.1; -0.357; -0.099; -0.053; -0.107; -0.325; -0.054; -0.043; -0.033; -0.076
 12500;  5.00;-0.1; -0.336; -0.079; -0.056; -0.108; -0.327; -0.052; -0.043; -0.032; -0.075
 13000;  2.50;-0.1; -0.554; -0.131; -0.040; -0.089; -0.332; -0.049; -0.036; -0.044; -0.080
 13000;  3.00;-0.1; -0.504; -0.135; -0.047; -0.101; -0.342; -0.054; -0.040; -0.043; -0.083
 13000;  3.50;-0.1; -0.465; -0.132; -0.051; -0.108; -0.348; -0.057; -0.043; -0.041; -0.084
 13000;  4.00;-0.1; -0.432; -0.123; -0.054; -0.113; -0.353; -0.059; -0.045; -0.039; -0.084
 13000;  4.50;-0.1; -0.404; -0.109; -0.057; -0.116; -0.356; -0.059; -0.047; -0.037; -0.084
 13000;  5.00;-0.1; -0.383; -0.091; -0.059; -0.117; -0.359; -0.058; -0.047; -0.036; -0.083
 14000;  2.00;-0.1; -0.706; -0.122; -0.035; -0.082; -0.366; -0.047; -0.038; -0.049; -0.087
 14000;  2.50;-0.1; -0.624; -0.145; -0.049; -0.108; -0.391; -0.059; -0.044; -0.050; -0.094
 14000;  3.00;-0.1; -0.575; -0.150; -0.055; -0.119; -0.400; -0.064; -0.047; -0.049; -0.096
 14000;  3.50;-0.1; -0.538; -0.147; -0.058; -0.125; -0.405; -0.066; -0.050; -0.047; -0.097
 14000;  4.00;-0.1; -0.509; -0.139; -0.061; -0.128; -0.409; -0.067; -0.052; -0.045; -0.097
 14000;  4.50;-0.1; -0.485; -0.127; -0.063; -0.131; -0.412; -0.068; -0.054; -0.044; -0.097
 14000;  5.00;-0.1; -0.466; -0.110; -0.066; -0.133; -0.416; -0.067; -0.054; -0.043; -0.097
 15000;  2.50;-0.1; -0.686; -0.157; -0.057; -0.125; -0.445; -0.068; -0.051; -0.055; -0.107
 15000;  3.00;-0.1; -0.635; -0.164; -0.063; -0.135; -0.453; -0.073; -0.054; -0.054; -0.108
 15000;  3.50;-0.1; -0.600; -0.161; -0.066; -0.140; -0.456; -0.075; -0.057; -0.052; -0.109
 15000;  4.00;-0.1; -0.573; -0.154; -0.068; -0.143; -0.458; -0.075; -0.058; -0.050; -0.109
 15000;  4.50;-0.1; -0.552; -0.142; -0.070; -0.145; -0.461; -0.076; -0.060; -0.049; -0.109
 15000;  5.00;-0.1; -0.535; -0.127; -0.072; -0.147; -0.464; -0.075; -0.060; -0.049; -0.109
 16000;  2.50;-0.1; -0.743; -0.169; -0.064; -0.140; -0.495; -0.077; -0.058; -0.061; -0.119
 16000;  3.00;-0.1; -0.688; -0.177; -0.070; -0.151; -0.501; -0.081; -0.061; -0.059; -0.120
 16000;  3.50;-0.1; -0.652; -0.174; -0.073; -0.155; -0.502; -0.083; -0.063; -0.057; -0.120
 16000;  4.00;-0.1; -0.626; -0.167; -0.074; -0.158; -0.504; -0.083; -0.064; -0.055; -0.119
 16000;  4.50;-0.1; -0.607; -0.157; -0.076; -0.159; -0.505; -0.083; -0.065; -0.054; -0.119
 16000;  5.00;-0.1; -0.594; -0.142; -0.078; -0.160; -0.508; -0.082; -0.065; -0.054; -0.119
 17000;  2.50;-0.1; -0.797; -0.178; -0.070; -0.154; -0.541; -0.085; -0.065; -0.066; -0.131
 17000;  3.00;-0.1; -0.736; -0.188; -0.077; -0.166; -0.546; -0.089; -0.067; -0.064; -0.131
 17000;  3.50;-0.1; -0.699; -0.187; -0.079; -0.170; -0.546; -0.090; -0.068; -0.062; -0.130
 17000;  4.00;-0.1; -0.674; -0.180; -0.081; -0.171; -0.545; -0.091; -0.069; -0.060; -0.130
 17000;  4.50;-0.1; -0.656; -0.170; -0.082; -0.172; -0.546; -0.090; -0.070; -0.059; -0.129
 17000;  5.00;-0.1; -0.643; -0.156; -0.083; -0.173; -0.548; -0.089; -0.070; -0.059; -0.129
 18000;  2.50;-0.1; -0.849; -0.184; -0.075; -0.166; -0.583; -0.091; -0.071; -0.071; -0.142
 18000;  3.00;-0.1; -0.782; -0.198; -0.083; -0.180; -0.589; -0.097; -0.073; -0.069; -0.141
 18000;  3.50;-0.1; -0.743; -0.197; -0.086; -0.183; -0.587; -0.098; -0.073; -0.067; -0.140
 18000;  4.00;-0.1; -0.717; -0.191; -0.087; -0.184; -0.585; -0.098; -0.074; -0.065; -0.139
 18000;  4.50;-0.1; -0.699; -0.181; -0.088; -0.185; -0.584; -0.097; -0.075; -0.063; -0.138
 18000;  5.00;-0.1; -0.687; -0.169; -0.089; -0.185; -0.586; -0.096; -0.075; -0.063; -0.138
 19000;  2.50;-0.1; -0.901; -0.189; -0.078; -0.174; -0.619; -0.096; -0.077; -0.076; -0.153
 19000;  3.00;-0.1; -0.825; -0.206; -0.089; -0.193; -0.629; -0.104; -0.078; -0.073; -0.152
 19000;  3.50;-0.1; -0.783; -0.207; -0.092; -0.196; -0.625; -0.105; -0.079; -0.071; -0.149
 19000;  4.00;-0.1; -0.756; -0.201; -0.093; -0.197; -0.622; -0.104; -0.079; -0.069; -0.148
 19000;  4.50;-0.1; -0.738; -0.192; -0.094; -0.197; -0.620; -0.103; -0.079; -0.068; -0.147
 19000;  5.00;-0.1; -0.727; -0.180; -0.095; -0.197; -0.621; -0.102; -0.079; -0.067; -0.146
 20000;  3.00;-0.1; -0.865; -0.213; -0.093; -0.203; -0.666; -0.110; -0.084; -0.078; -0.162
 20000;  3.50;-0.1; -0.821; -0.216; -0.097; -0.208; -0.662; -0.111; -0.084; -0.075; -0.159
 20000;  4.00;-0.1; -0.793; -0.211; -0.098; -0.209; -0.657; -0.111; -0.083; -0.073; -0.157
 20000;  4.50;-0.1; -0.774; -0.203; -0.099; -0.208; -0.654; -0.109; -0.083; -0.072; -0.155
 20000;  5.00;-0.1; -0.763; -0.191; -0.100; -0.208; -0.654; -0.108; -0.083; -0.071; -0.155
 21000;  3.00;-0.1; -0.904; -0.219; -0.097; -0.212; -0.698; -0.115; -0.089; -0.083; -0.172
 21000;  3.50;-0.1; -0.856; -0.224; -0.102; -0.219; -0.696; -0.117; -0.089; -0.080; -0.168
 21000;  4.00;-0.1; -0.827; -0.220; -0.103; -0.220; -0.690; -0.117; -0.088; -0.077; -0.165
 21000;  4.50;-0.1; -0.808; -0.212; -0.103; -0.219; -0.686; -0.116; -0.088; -0.076; -0.164
 21000;  5.00;-0.1; -0.796; -0.202; -0.104; -0.218; -0.685; -0.114; -0.087; -0.075; -0.162
 22000;  3.00;-0.1; -0.940; -0.224; -0.100; -0.218; -0.725; -0.118; -0.093; -0.087; -0.179
 22000;  3.50;-0.1; -0.890; -0.230; -0.106; -0.228; -0.728; -0.122; -0.093; -0.084; -0.177
 22000;  4.00;-0.1; -0.859; -0.228; -0.107; -0.230; -0.722; -0.123; -0.093; -0.082; -0.174
 22000;  4.50;-0.1; -0.839; -0.221; -0.108; -0.229; -0.718; -0.121; -0.092; -0.080; -0.172
 22000;  5.00;-0.1; -0.827; -0.211; -0.109; -0.228; -0.715; -0.120; -0.091; -0.079; -0.170
 23000;  3.00;-0.1; -0.972; -0.230; -0.103; -0.225; -0.749; -0.122; -0.096; -0.090; -0.186
 23000;  3.50;-0.1; -0.921; -0.236; -0.109; -0.236; -0.756; -0.127; -0.098; -0.088; -0.186
 23000;  4.00;-0.1; -0.889; -0.235; -0.111; -0.239; -0.753; -0.128; -0.097; -0.086; -0.183
 23000;  4.50;-0.1; -0.868; -0.229; -0.112; -0.239; -0.748; -0.127; -0.096; -0.084; -0.180
 23000;  5.00;-0.1; -0.856; -0.220; -0.113; -0.238; -0.744; -0.125; -0.095; -0.083; -0.178
 24000;  3.00;-0.1; -0.999; -0.236; -0.106; -0.232; -0.773; -0.126; -0.099; -0.093; -0.192
 24000;  3.50;-0.1; -0.950; -0.242; -0.112; -0.243; -0.781; -0.131; -0.101; -0.092; -0.193
 24000;  4.00;-0.1; -0.918; -0.241; -0.115; -0.247; -0.780; -0.132; -0.101; -0.090; -0.191
 24000;  4.50;-0.1; -0.896; -0.236; -0.116; -0.248; -0.776; -0.132; -0.100; -0.088; -0.188
 24000;  5.00;-0.1; -0.883; -0.228; -0.117; -0.248; -0.773; -0.131; -0.099; -0.087; -0.186
 25000;  3.00;-0.1; -1.026; -0.241; -0.109; -0.240; -0.798; -0.131; -0.103; -0.096; -0.199
 25000;  3.50;-0.1; -0.974; -0.249; -0.116; -0.250; -0.806; -0.135; -0.104; -0.095; -0.199
 25000;  4.00;-0.1; -0.944; -0.247; -0.118; -0.254; -0.805; -0.136; -0.105; -0.093; -0.198
 25000;  4.50;-0.1; -0.922; -0.243; -0.120; -0.256; -0.803; -0.136; -0.104; -0.092; -0.196
 25000;  5.00;-0.1; -0.908; -0.235; -0.121; -0.256; -0.800; -0.135; -0.103; -0.091; -0.194
 26000;  3.00;-0.1; -1.054; -0.244; -0.110; -0.242; -0.817; -0.132; -0.106; -0.099; -0.205
 26000;  3.50;-0.1; -0.996; -0.256; -0.120; -0.259; -0.831; -0.140; -0.108; -0.098; -0.206
